000000000600000379|5222009734|001|01|315184468|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222009734|002|01|315184469|35.13||01|E1A|20240323|0524|ZA|||
000000000600000379|5222009734|003|01|315184470|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222020908|001|01|315184399|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222020908|002|01|315184400|16.2||01|E1A|20240323|0524|ZA|||
000000000600000379|5222020908|003|01|315184401|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222049489|001|01|315184435|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222049489|002|01|315184436|248.3||01|E1A|20240323|0524|ZA|||
000000000600000379|5222049489|003|01|315184437|0||01|E1A|20240323|0524|ZA|||
000000000600000379|5222049491|001|01|315184453|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049491|002|01|315184454|218.23||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049491|003|01|315184455|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049492|001|01|315184465|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049492|002|01|315184466|201.63||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049492|003|01|315184467|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049493|001|01|315184504|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049493|002|01|315184505|6.53||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049493|003|01|315184506|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049494|001|01|315184480|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049494|002|01|315184481|13.75||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049494|003|01|315184482|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049495|001|01|315184396|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049495|002|01|315184397|4.48||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049495|003|01|315184398|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049496|001|01|315184471|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049496|002|01|315184472|278.85||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049496|003|01|315184473|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049869|001|01|315184477|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049869|002|01|315184478|16.74||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049869|003|01|315184479|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049870|001|01|315184370|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049870|002|01|315184371|38.33||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049870|003|01|315184372|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049871|001|01|315184390|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049871|002|01|315184391|33.75||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049871|003|01|315184392|0||01|E1A|20240323|0525|ZA|||
000000000600000379|5222049873|001|01|315184393|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049873|002|01|315184394|6.69||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049873|003|01|315184395|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049874|001|01|315184429|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049874|002|01|315184430|126.19||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049874|003|01|315184431|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049875|001|01|315184423|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049875|002|01|315184424|510.32||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049875|003|01|315184425|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049877|001|01|315184420|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049877|002|01|315184421|70.25||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049877|003|01|315184422|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049878|001|01|315184417|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049878|002|01|315184418|3.89||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049878|003|01|315184419|0||01|E1A|20240323|0526|ZA|||
000000000600000379|5222049879|001|01|315184373|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222049879|002|01|315184374|16.15||01|E1A|20240323|0527|ZA|||
000000000600000379|5222049879|003|01|315184375|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051672|001|01|315184447|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051672|002|01|315184448|338.39||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051672|003|01|315184449|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051673|001|01|315184462|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051673|002|01|315184463|8.96||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051673|003|01|315184464|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051674|001|01|315184459|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051674|002|01|315184460|200.79||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051674|003|01|315184461|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051675|001|01|315184405|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051675|002|01|315184406|466.27||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051675|003|01|315184407|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051676|001|01|315184441|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051676|002|01|315184442|128||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051676|003|01|315184443|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051677|001|01|315184489|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051677|002|01|315184490|4.92||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051677|003|01|315184491|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051678|001|01|315184456|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051678|002|01|315184457|200.73||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051678|003|01|315184458|0||01|E1A|20240323|0527|ZA|||
000000000600000379|5222051679|001|01|315184492|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222051679|002|01|315184493|117.47||01|E1A|20240323|0528|ZA|||
000000000600000379|5222051679|003|01|315184494|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055653|001|01|315184387|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055653|002|01|315184388|9.18||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055653|003|01|315184389|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055654|001|01|315184408|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055654|002|01|315184409|129.37||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055654|003|01|315184410|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055655|001|01|315184444|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055655|002|01|315184445|97.5||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055655|003|01|315184446|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055656|001|01|315184501|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055656|002|01|315184502|154.69||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055656|003|01|315184503|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055657|001|01|315184495|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055657|002|01|315184496|219.39||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055657|003|01|315184497|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055658|001|01|315184450|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055658|002|01|315184451|71.43||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055658|003|01|315184452|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055659|001|01|315184438|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055659|002|01|315184439|75.58||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055659|003|01|315184440|0||01|E1A|20240323|0528|ZA|||
000000000600000379|5222055660|001|01|315184411|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055660|002|01|315184412|81.96||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055660|003|01|315184413|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055661|001|01|315184486|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055661|002|01|315184487|5.93||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055661|003|01|315184488|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055662|001|01|315184483|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055662|002|01|315184484|267.56||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055662|003|01|315184485|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055664|001|01|315184402|0||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055664|002|01|315184403|23.03||01|E1A|20240323|0529|ZA|||
000000000600000379|5222055664|003|01|315184404|0||01|E1A|20240323|0529|ZA|||
